Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Departure Time,Distance,Source Station,Source Station Name,Destination Station,Destination Station Name
12023,HOWRAH PATNA,14,PNBE,PATNA JN.,22:45:00,22:45:00,530,HWH,HOWRAH JN.,PNBE,PATNA JN.
12024,PATNA HOWRAH,14,HWH,HOWRAH JN.,13:25:00,13:25:00,531,PNBE,PATNA JN.,HWH,HOWRAH JN.
12025,PUNE-SC SHAT,8,SC,SECUNDERABAD,14:20:00,14:20:00,598,PUNE,PUNE JN.,SC,SECUNDERABAD JN.
12026,SC-PUNE SHAT,8,PUNE,PUNE JN.,23:10:00,23:10:00,598,SC,SECUNDERABAD JN.,PUNE,PUNE JN.
12027,MAS-SBC SHAT,4,SBC,KRANTIVIRA S,22:30:00,22:30:00,360,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12028,SBC-MAS SHAT,4,MAS,CHENNAI CENT,11:00:00,11:00:00,361,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),MAS,CHENNAI CENTRAL
12029,SWARNA SHATA,8,ASR,AMRITSAR JN.,13:45:00,13:45:00,447,NDLS,NEW DELHI,ASR,AMRITSAR JN.
12030,SWARNA SHATA,8,NDLS,NEW DELHI,23:05:00,23:05:00,447,ASR,AMRITSAR JN.,NDLS,NEW DELHI
12031,NDLS-ASR-SHA,8,ASR,AMRITSAR JN.,13:45:00,13:45:00,447,NDLS,NEW DELHI,ASR,AMRITSAR JN.
12032,ASR-NDLS SHA,8,NDLS,NEW DELHI,23:05:00,23:05:00,447,ASR,AMRITSAR JN.,NDLS,NEW DELHI
12033,CNB NDLS SHT,5,NDLS,NEW DELHI,11:20:00,11:20:00,430,CNB,KANPUR CENTRAL JN.,NDLS,NEW DELHI
12034,NDLS CNB SHA,4,CNB,KANPUR CENTR,20:45:00,20:45:00,430,NDLS,NEW DELHI,CNB,KANPUR CENTRAL JN.
12035,JP AF SHATAB,4,AF,AGRA  FORT,10:35:00,10:35:00,240,JP,JAIPUR JN.,AF,AGRA  FORT
12036,AF JP SHATAB,4,JP,JAIPUR JN.,21:20:00,21:20:00,240,AF,AGRA  FORT,JP,JAIPUR JN.
12037,NDLS-LDH SHA,7,LDH,LUDHIANA JN.,12:25:00,12:25:00,328,NDLS,NEW DELHI,LDH,LUDHIANA JN.
12038,LDH-NDLS SHA,7,NDLS,NEW DELHI,22:10:00,22:10:00,328,LDH,LUDHIANA JN.,NDLS,NEW DELHI
12039,KGM-NDLS SHA,8,NDLS,NEW DELHI,21:05:00,21:05:00,283,KGM,KATHGODAM,NDLS,NEW DELHI
12040,NDLS-KGM SHA,8,KGM,KATHGODAM,11:40:00,11:40:00,283,NDLS,NEW DELHI,KGM,KATHGODAM
12041,HWH - NJP SH,7,NJP,NEW JALPAIGU,22:30:00,22:30:00,560,HWH,HOWRAH JN.,NJP,NEW JALPAIGURI JN
12042,NJP - HWH SH,7,HWH,HOWRAH JN.,13:35:00,13:35:00,560,NJP,NEW JALPAIGURI JN,HWH,HOWRAH JN.
12043,NDLS-MOGA SH,8,MOGA,MOGA,14:05:00,14:05:00,397,NDLS,NEW DELHI,MOGA,MOGA
12044,MOGA-NDLS SH,8,NDLS,NEW DELHI,22:10:00,22:10:00,397,MOGA,MOGA,NDLS,NEW DELHI
12045,NDLS-CDG SHA,4,CDG,CHANDIGARH,22:45:00,22:45:00,243,NDLS,NEW DELHI,CDG,CHANDIGARH
12046,CDG-NDLS SHA,4,NDLS,NEW DELHI,15:25:00,15:25:00,243,CDG,CHANDIGARH,NDLS,NEW DELHI
12047,BHATINDA SHA,10,FZR,FIROZPUR CAN,22:50:00,22:50:00,385,NDLS,NEW DELHI,FZR,FIROZPUR CANTT JN.
12048,NEW DELHI SH,10,NDLS,NEW DELHI,11:20:00,11:20:00,385,FZR,FIROZPUR CANTT JN.,NDLS,NEW DELHI
12049,GATIMAN EXPR,2,NZM,HAZRAT NIZAM,19:30:00,19:30:00,181,AGC,AGRA CANTT,NZM,HAZRAT NIZAMUDDIN JN
12050,GATIMAN EXPR,2,AGC,AGRA CANTT,09:50:00,09:50:00,183,NZM,HAZRAT NIZAMUDDIN JN,AGC,AGRA CANTT
12051,JAN SHATABDI,9,MAO,MADGOAN JN.,14:05:00,14:05:00,581,DR,DADAR,MAO,MADGOAN JN.
12052,MAO-DR JAN S,9,DR,DADAR,23:05:00,23:05:00,585,MAO,MADGOAN JN.,DR,DADAR
12053,HW-ASR EXP,11,ASR,AMRITSAR JN.,22:05:00,22:05:00,406,HW,HARIDWAR JN,ASR,AMRITSAR JN.
12054,ASR-HW JAN S,11,HW,HARIDWAR JN,14:10:00,14:10:00,406,ASR,AMRITSAR JN.,HW,HARIDWAR JN
12055,DDN JANSHATA,9,DDN,DEHRA DUN,21:10:00,21:10:00,304,NDLS,NEW DELHI,DDN,DEHRA DUN
12056,NEWDELHI JAN,10,NDLS,NEW DELHI,11:15:00,11:15:00,304,DDN,DEHRA DUN,NDLS,NEW DELHI
12057,NDLS-NLDM- J,14,UHL,UNA HIMACHAL,22:10:00,22:10:00,386,NDLS,NEW DELHI,UHL,UNA HIMACHAL
12058,NDLS JANSHTB,14,NDLS,NEW DELHI,12:00:00,12:00:00,386,UHL,UNA HIMACHAL,NDLS,NEW DELHI
12059,NZM JAN SHAT,10,NZM,HAZRAT NIZAM,12:30:00,12:30:00,447,KOTA,KOTA,NZM,HAZRAT NIZAMUDDIN JN
12060,KOTA JANSHTB,10,KOTA,KOTA,20:00:00,20:00:00,450,NZM,HAZRAT NIZAMUDDIN JN,KOTA,KOTA
12061,JBP JANSHATA,10,JBP,JABALPUR,22:55:00,22:55:00,330,HBJ,HABIBGANJ,JBP,JABALPUR
12062,HBJ JANSHATA,10,HBJ,HABIBGANJ,11:00:00,11:00:00,330,JBP,JABALPUR,HBJ,HABIBGANJ
12065,NZM JAN SHAT,10,NZM,HAZRAT NIZAM,12:35:00,12:35:00,389,AII,AJMER JN.,NZM,HAZRAT NIZAMUDDIN JN
12066,AII JAN SHAT,10,AII,AJMER JN.,22:25:00,22:25:00,389,NZM,HAZRAT NIZAMUDDIN JN,AII,AJMER JN.
12067,JANSATABDI E,11,JTTN,JORHAT TOWN,13:20:00,13:20:00,376,GHY,GUWAHATI,JTTN,JORHAT TOWN
12068,JANSATBDI EX,11,GHY,GUWAHATI,21:20:00,21:20:00,375,JTTN,JORHAT TOWN,GHY,GUWAHATI
12069,RIG - G JANS,15,G,GONDIA JN.,13:25:00,13:25:00,419,RIG,RAIGARH,G,GONDIA JN.
12070,G - RIG JANS,15,RIG,RAIGARH,22:00:00,22:00:00,411,G,GONDIA JN.,RIG,RAIGARH
12071,JANSHATABDI,7,J,JALNA,21:30:00,21:30:00,422,DR,DADAR,J,JALNA
12072,JANSHATABDI,7,DR,DADAR,12:30:00,12:30:00,422,J,JALNA,DR,DADAR
12073,HWH-BBS JAN,9,BBS,BHUBANESWAR,20:20:00,20:20:00,442,HWH,HOWRAH JN.,BBS,BHUBANESWAR
12074,BBS-HWH JAN,9,HWH,HOWRAH JN.,12:40:00,12:40:00,441,BBS,BHUBANESWAR,HWH,HOWRAH JN.
12075,CLT - T VC J,12,TVC,TRIVANDRUM C,21:05:00,21:05:00,399,CLT,CALICUT,TVC,TRIVANDRUM CENTRAL
12076,TVC - CLT JA,12,CLT,CALICUT,13:00:00,13:00:00,398,TVC,TRIVANDRUM CENTRAL,CLT,CALICUT
12077,MAS-BZA JAN,10,BZA,VIJAYWADA JN,14:45:00,14:45:00,453,MAS,CHENNAI CENTRAL,BZA,VIJAYWADA JN.
12078,BZA-MAS-JAN,10,MAS,CHENNAI CENT,22:35:00,22:35:00,453,BZA,VIJAYWADA JN.,MAS,CHENNAI CENTRAL
12079,JANSHATABDI,11,UBL,HUBLI JN.,13:25:00,13:25:00,470,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),UBL,HUBLI JN.
12080,JAN SHATABDI,11,SBC,KRANTIVIRA S,21:25:00,21:25:00,468,UBL,HUBLI JN.,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12081,CAN - TVC JA,15,TVC,TRIVANDRUM C,14:00:00,14:00:00,500,CAN,KANNUR,TVC,TRIVANDRUM CENTRAL
12082,TVC - CAN JA,15,CAN,KANNUR,23:50:00,23:50:00,499,TVC,TRIVANDRUM CENTRAL,CAN,KANNUR
12083,MV-CBE JANSH,10,CBE,COIMBATORE,21:15:00,21:15:00,361,MV,MAYILADUTURAI JN.,CBE,COIMBATORE  JN.
12084,CBE-MV JAN S,10,MV,MAYILADUTURA,13:40:00,13:40:00,361,CBE,COIMBATORE  JN.,MV,MAYILADUTURAI JN.
12085,GHY-DBRG SHA,10,DBRG,DIBRUGARH,21:15:00,21:15:00,506,GHY,GUWAHATI,DBRG,DIBRUGARH
12086,DBRG-GHY SHA,10,GHY,GUWAHATI,13:55:00,13:55:00,505,DBRG,DIBRUGARH,GHY,GUWAHATI
12087,NHLN - GHY S,8,GHY,GUWAHATI,11:00:00,11:00:00,332,NHLN,NAHARLAGUN,GHY,GUWAHATI
12088,GHY - NHLN S,8,NHLN,NAHARLAGUN,21:40:00,21:40:00,332,GHY,GUWAHATI,NHLN,NAHARLAGUN
12101,JNANESWARI D,16,HWH,HOWRAH JN.,03:35:00,03:35:00,1956,LTT,LOKMANYA TILAK TERMINUS,HWH,HOWRAH JN.
12102,JNANESWARISU,17,LTT,LOKMANYA TIL,05:50:00,05:50:00,1963,HWH,HOWRAH JN.,LTT,LOKMANYA TILAK TERMINUS
12103,PUNE-LKO EXP,13,LJN,LUCKNOW JN.,17:10:00,17:10:00,1478,PUNE,PUNE JN.,LJN,LUCKNOW JN.
12104,LJN-PUNE EXP,13,PUNE,PUNE JN.,08:05:00,08:05:00,1478,LJN,LUCKNOW JN.,PUNE,PUNE JN.
12105,VIDARBHA EXP,26,G,GONDIA JN.,11:15:00,11:15:00,971,CSMT,CST-MUMBAI,G,GONDIA JN.
12106,VIDARBHA EXP,27,CSMT,CST-MUMBAI,07:00:00,07:00:00,972,G,GONDIA JN.,CSMT,CST-MUMBAI
12107,LTT-LJN EXPR,11,LJN,LUCKNOW JN.,15:10:00,15:10:00,1408,LTT,LOKMANYA TILAK TERMINUS,LJN,LUCKNOW JN.
12108,LJN-LTT EXPR,11,LTT,LOKMANYA TIL,23:00:00,23:00:00,1408,LJN,LUCKNOW JN.,LTT,LOKMANYA TILAK TERMINUS
12109,PANCHAVATI E,10,MMR,MANMAD JN.,22:50:00,22:50:00,260,CSMT,CST-MUMBAI,MMR,MANMAD JN.
12110,PANCHAVTI EX,10,CSMT,CST-MUMBAI,10:45:00,10:45:00,260,MMR,MANMAD JN.,CSMT,CST-MUMBAI
12111,CSMT-AMI SF,14,AMI,AMRAVATI,08:05:00,08:05:00,676,CSMT,CST-MUMBAI,AMI,AMRAVATI
12112,AMI-CSMT SF,14,CSMT,CST-MUMBAI,06:25:00,06:25:00,676,AMI,AMRAVATI,CSMT,CST-MUMBAI
12113,PUNE-NGP GAR,9,NGP,NAGPUR JN.(C,09:25:00,09:25:00,895,PUNE,PUNE JN.,NGP,NAGPUR JN.(CR)
12114,NGP-PUNE GAR,9,PUNE,PUNE JN.,09:45:00,09:45:00,895,NGP,NAGPUR JN.(CR),PUNE,PUNE JN.
12115,CSTM-SUR SID,14,SUR,SOLAPUR,06:50:00,06:50:00,456,CSMT,CST-MUMBAI,SUR,SOLAPUR
12116,SUR-CSMT SID,15,CSMT,CST-MUMBAI,06:50:00,06:50:00,457,SUR,SOLAPUR,CSMT,CST-MUMBAI
12117,LTT MANMAD E,10,MMR,MANMAD JN.,19:25:00,19:25:00,244,LTT,LOKMANYA TILAK TERMINUS,MMR,MANMAD JN.
12118,MANMAD LTT E,10,LTT,LOKMANYA TIL,13:00:00,13:00:00,244,MMR,MANMAD JN.,LTT,LOKMANYA TILAK TERMINUS
12119,AMRAVATI-NGP,5,AJNI,AJNI,08:15:00,08:15:00,180,AMI,AMRAVATI,AJNI,AJNI
12120,NGP-AMI EXPR,5,AMI,AMRAVATI,21:40:00,21:40:00,180,AJNI,AJNI,AMI,AMRAVATI
12121,M P SMPRK KR,7,NZM,HAZRAT NIZAM,09:05:00,09:05:00,883,JBP,JABALPUR,NZM,HAZRAT NIZAMUDDIN JN
12122,M P S KRANTI,7,JBP,JABALPUR,07:45:00,07:45:00,886,NZM,HAZRAT NIZAMUDDIN JN,JBP,JABALPUR
12123,DECCAN QUEEN,5,PUNE,PUNE JN.,20:25:00,20:25:00,191,CSMT,CST-MUMBAI,PUNE,PUNE JN.
12124,DECCAN QUEEN,4,CSMT,CST-MUMBAI,10:25:00,10:25:00,191,PUNE,PUNE JN.,CSMT,CST-MUMBAI
12125,PRAGATI EXPR,8,PUNE,PUNE JN.,19:50:00,19:50:00,190,CSMT,CST-MUMBAI,PUNE,PUNE JN.
12126,PRAGATI EXPR,7,CSMT,CST-MUMBAI,11:15:00,11:15:00,190,PUNE,PUNE JN.,CSMT,CST-MUMBAI
12127,INTERCITY EX,6,PUNE,PUNE JN.,09:57:00,09:57:00,191,CSMT,CST-MUMBAI,PUNE,PUNE JN.
12128,INTERCITY EX,5,CSMT,CST-MUMBAI,21:05:00,21:05:00,191,PUNE,PUNE JN.,CSMT,CST-MUMBAI
12129,AZAD HIND EX,30,HWH,HOWRAH JN.,04:10:00,04:10:00,2026,PUNE,PUNE JN.,HWH,HOWRAH JN.
12130,HOWRAH PUNE,30,PUNE,PUNE JN.,06:50:00,06:50:00,2033,HWH,HOWRAH JN.,PUNE,PUNE JN.
12131,DR SAINAGAR,8,SNSI,SAI NAGAR SH,03:45:00,03:45:00,330,DR,DADAR,SNSI,SAI NAGAR SHIRDI
12132,SAINAGAR DR,8,DR,DADAR,04:30:00,04:30:00,330,SNSI,SAI NAGAR SHIRDI,DR,DADAR
12133,CSMT-MAJN EX,14,MAJN,MANGALORE JN,12:40:00,12:40:00,903,CSMT,CST-MUMBAI,MAJN,MANGALORE JN
12134,MAJN-CSMT EX,14,CSMT,CST-MUMBAI,04:25:00,04:25:00,909,MAJN,MANGALORE JN,CSMT,CST-MUMBAI
12135,PUNE-NGP EXP,18,NGP,NAGPUR JN.(C,09:25:00,09:25:00,895,PUNE,PUNE JN.,NGP,NAGPUR JN.(CR)
12136,NGP-PUNE EXP,18,PUNE,PUNE JN.,09:45:00,09:45:00,895,NGP,NAGPUR JN.(CR),PUNE,PUNE JN.
12137,PUNJAB MAIL,56,FZR,FIROZPUR CAN,05:50:00,05:50:00,1910,CSMT,CST-MUMBAI,FZR,FIROZPUR CANTT JN.
12138,PUNJAB MAIL,54,CSMT,CST-MUMBAI,07:35:00,07:35:00,1913,FZR,FIROZPUR CANTT JN.,CSMT,CST-MUMBAI
12139,SEWAGRAM EXP,33,NGP,NAGPUR JN.(C,06:10:00,06:10:00,841,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(CR)
12140,SEWAGRAM EXP,33,CSMT,CST-MUMBAI,12:00:00,12:00:00,841,NGP,NAGPUR JN.(CR),CSMT,CST-MUMBAI
12141,LTT-PPTA EXP,14,PPTA,PATLIPUTRA,04:00:00,00:00:00,1693,LTT,LOKMANYA TILAK TERMINUS,PPTA,PATLIPUTRA
12142,PPTA-LTT SF,13,LTT,LOKMANYA TIL,15:15:00,15:15:00,1692,PPTA,PATLIPUTRA,LTT,LOKMANYA TILAK TERMINUS
12143,LTT-SLN SF E,14,SLN,SULTANPUR JN,20:00:00,20:00:00,1540,LTT,LOKMANYA TILAK TERMINUS,SLN,SULTANPUR JN.
12144,SLN LTT SF S,14,LTT,LOKMANYA TIL,04:10:00,04:10:00,1541,SLN,SULTANPUR JN.,LTT,LOKMANYA TILAK TERMINUS
12145,LTT-PURI WEE,27,PURI,PURI,07:30:00,07:30:00,1888,LTT,LOKMANYA TILAK TERMINUS,PURI,PURI
12146,PURI-LTT WEE,27,LTT,LOKMANYA TIL,07:30:00,07:30:00,1895,PURI,PURI,LTT,LOKMANYA TILAK TERMINUS
12147,KOP-NZM EXPR,22,NZM,HAZRAT NIZAM,17:10:00,17:10:00,1897,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS,NZM,HAZRAT NIZAMUDDIN JN
12148,NZM-KOP EXPR,22,KOP,CHHATRAPATI,16:20:00,16:20:00,1900,NZM,HAZRAT NIZAMUDDIN JN,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
12149,PUNE-DNR EXP,19,DNR,DANAPUR,03:30:00,03:30:00,1757,PUNE,PUNE JN.,DNR,DANAPUR
12150,DNR-PUNE EXP,19,PUNE,PUNE JN.,05:30:00,05:30:00,1756,DNR,DANAPUR,PUNE,PUNE JN.
12151,SAMARSATA EX,24,HWH,HOWRAH JN.,08:25:00,08:25:00,2089,LTT,LOKMANYA TILAK TERMINUS,HWH,HOWRAH JN.
12152,HWH-LTT SAMR,23,LTT,LOKMANYA TIL,07:30:00,07:30:00,2095,HWH,HOWRAH JN.,LTT,LOKMANYA TILAK TERMINUS
12154,HBJ-LTT EXPR,10,LTT,LOKMANYA TIL,07:30:00,07:30:00,820,HBJ,HABIBGANJ,LTT,LOKMANYA TILAK TERMINUS
12155,SHAN-E-BPL E,10,NZM,HAZRAT NIZAM,08:00:00,08:00:00,681,HBJ,HABIBGANJ,NZM,HAZRAT NIZAMUDDIN JN
12156,SHAN-E- BHOP,10,HBJ,HABIBGANJ,07:05:00,07:05:00,683,NZM,HAZRAT NIZAMUDDIN JN,HBJ,HABIBGANJ
12157,HUTATMA EXPR,4,SUR,SOLAPUR,22:00:00,22:00:00,265,PUNE,PUNE JN.,SUR,SOLAPUR
12158,HUTATMA EXPR,4,PUNE,PUNE JN.,10:30:00,10:30:00,265,SUR,SOLAPUR,PUNE,PUNE JN.
12159,AMI- JBP SUF,20,JBP,JABALPUR,06:55:00,06:55:00,725,AMI,AMRAVATI,JBP,JABALPUR
12160,JBP-AMI  SUF,20,AMI,AMRAVATI,09:50:00,09:50:00,725,JBP,JABALPUR,AMI,AMRAVATI
12161,LASHKAR EXPR,21,AGC,AGRA CANTT,13:00:00,13:00:00,1320,LTT,LOKMANYA TILAK TERMINUS,AGC,AGRA CANTT
12162,LASHKAR EXPR,21,LTT,LOKMANYA TIL,23:00:00,23:00:00,1320,AGC,AGRA CANTT,LTT,LOKMANYA TILAK TERMINUS
12163,CHENNAI EXPR,24,MS,CHENNAI EGMO,19:45:00,19:45:00,1278,DR,DADAR,MS,CHENNAI EGMORE
12164,CHENNAI EXP,22,DR,DADAR,06:00:00,06:00:00,1281,MS,CHENNAI EGMORE,DR,DADAR
12165,LTT BSB SUP,16,BSB,VARANASI JN.,07:05:00,07:05:00,1488,LTT,LOKMANYA TILAK TERMINUS,BSB,VARANASI JN.
12166,BSB LTT SUP,16,LTT,LOKMANYA TIL,21:30:00,00:00:00,1487,BSB,VARANASI JN.,LTT,LOKMANYA TILAK TERMINUS
12167,LTT(T)-BSB S,13,BSB,VARANASI JN.,03:45:00,03:45:00,1500,LTT,LOKMANYA TILAK TERMINUS,BSB,VARANASI JN.
12168,BSB-LTT SF E,13,LTT,LOKMANYA TIL,12:25:00,12:25:00,1500,BSB,VARANASI JN.,LTT,LOKMANYA TILAK TERMINUS
12170,PUNE INTERCI,5,PUNE,PUNE JN.,18:05:00,18:05:00,265,SUR,SOLAPUR,PUNE,PUNE JN.
12171,LTT - HW SUP,12,HW,HARIDWAR JN,13:15:00,13:15:00,1756,LTT,LOKMANYA TILAK TERMINUS,HW,HARIDWAR JN
12172,HW - LTT SUP,12,LTT,LOKMANYA TIL,23:45:00,00:00:00,1759,HW,HARIDWAR JN,LTT,LOKMANYA TILAK TERMINUS
12173,LTT-CNB EXPR,13,PBH,PARTAPGARH J,19:05:00,19:05:00,1581,LTT,LOKMANYA TILAK TERMINUS,PBH,PARTAPGARH JN.
12174,CNB-LTT EXPR,13,LTT,LOKMANYA TIL,06:00:00,06:00:00,1581,PBH,PARTAPGARH JN.,LTT,LOKMANYA TILAK TERMINUS
12175,CHAMBAL EXP,31,GWL,GWALIOR JN,17:15:00,17:15:00,1291,HWH,HOWRAH JN.,GWL,GWALIOR JN
12176,CHAMBAL EXPR,31,HWH,HOWRAH JN.,06:45:00,06:45:00,1292,GWL,GWALIOR JN,HWH,HOWRAH JN.
12177,CHAMBAL EXP,34,MTJ,MATHURA JN.,20:20:00,20:20:00,1451,HWH,HOWRAH JN.,MTJ,MATHURA JN.
12178,CHAMBAL EXP,34,HWH,HOWRAH JN.,06:45:00,06:45:00,1453,MTJ,MATHURA JN.,HWH,HOWRAH JN.
12179,INTERCITY,14,AGC,AGRA CANTT,21:55:00,21:55:00,323,LJN,LUCKNOW JN.,AGC,AGRA CANTT
12180,INTERCITY,14,LJN,LUCKNOW JN.,11:45:00,11:45:00,323,AGC,AGRA CANTT,LJN,LUCKNOW JN.
12181,JBP-AII DAYO,22,AII,AJMER JN.,14:20:00,14:20:00,1024,JBP,JABALPUR,AII,AJMER JN.
12182,AII-JBP DAYO,22,JBP,JABALPUR,08:45:00,08:45:00,1024,AII,AJMER JN.,JBP,JABALPUR
12183,BPL-PBH SUF,11,PBH,PARTAPGARH J,09:00:00,09:00:00,754,BPL,BHOPAL,PBH,PARTAPGARH JN.
12184,PBH-BPL SUF,11,BPL,BHOPAL,08:50:00,08:50:00,754,PBH,PARTAPGARH JN.,BPL,BHOPAL
12185,HBJ-REWA REW,15,REWA,REWA,08:00:00,08:00:00,555,HBJ,HABIBGANJ,REWA,REWA
12186,REWA-HBJ REW,15,HBJ,HABIBGANJ,06:05:00,06:05:00,557,REWA,REWA,HBJ,HABIBGANJ
12187,MUMBAI GARIB,15,CSMT,CST-MUMBAI,12:15:00,12:15:00,996,JBP,JABALPUR,CSMT,CST-MUMBAI
12188,JBP GARIB RA,15,JBP,JABALPUR,06:00:00,06:00:00,996,CSMT,CST-MUMBAI,JBP,JABALPUR
12189,JBP-NZM MAHA,29,NZM,HAZRAT NIZAM,11:40:00,11:40:00,937,JBP,JABALPUR,NZM,HAZRAT NIZAMUDDIN JN
12190,NZM-JBP MAHA,28,JBP,JABALPUR,09:35:00,09:35:00,938,NZM,HAZRAT NIZAMUDDIN JN,JBP,JABALPUR
12191,SHRIDHAM SUP,24,JBP,JABALPUR,07:15:00,07:15:00,1021,NDLS,NEW DELHI,JBP,JABALPUR
12192,JBP-NDLS SUF,24,NDLS,NEW DELHI,11:50:00,11:50:00,1019,JBP,JABALPUR,NDLS,NEW DELHI
12193,YPR-JBP WEEK,20,JBP,JABALPUR,22:15:00,22:15:00,1747,YPR,YESVANTPUR JN.,JBP,JABALPUR
12194,JBP-YPR WEEK,20,YPR,YESVANTPUR J,13:30:00,13:30:00,1734,JBP,JABALPUR,YPR,YESVANTPUR JN.
12195,AF-AII INTER,14,AII,AJMER JN.,11:50:00,11:50:00,375,AF,AGRA  FORT,AII,AJMER JN.
12196,AII-AF INTER,14,AF,AGRA  FORT,21:40:00,21:40:00,375,AII,AJMER JN.,AF,AGRA  FORT
12197,BPL-GWL-INTE,11,GWL,GWALIOR JN,00:15:00,00:15:00,484,BPL,BHOPAL,GWL,GWALIOR JN
12198,GWL-BPL-INTE,11,BPL,BHOPAL,15:00:00,15:00:00,484,GWL,GWALIOR JN,BPL,BHOPAL
12201,KCVL GARIB R,25,KCVL,KOCHUVELI,20:25:00,20:25:00,1513,LTT,LOKMANYA TILAK TERMINUS,KCVL,KOCHUVELI
12202,LTT GARIB RA,25,LTT,LOKMANYA TIL,11:45:00,11:45:00,1517,KCVL,KOCHUVELI,LTT,LOKMANYA TILAK TERMINUS
12203,GARIB RATH,23,ASR,AMRITSAR JN.,21:05:00,21:05:00,1711,SHC,SAHARSA JN.,ASR,AMRITSAR JN.
12204,GRIB RATH,23,SHC,SAHARSA JN.,10:10:00,10:10:00,1714,ASR,AMRITSAR JN.,SHC,SAHARSA JN.
12205,NANDA DEVI E,7,DDN,DEHRA DUN,05:40:00,05:40:00,304,NDLS,NEW DELHI,DDN,DEHRA DUN
12206,NANDA DEVI E,7,NDLS,NEW DELHI,05:20:00,05:20:00,304,DDN,DEHRA DUN,NDLS,NEW DELHI
12207,KGM-JAT GARI,16,JAT,JAMMU TAWI,09:45:00,09:45:00,768,KGM,KATHGODAM,JAT,JAMMU TAWI
12208,JAT-KGM GARI,16,KGM,KATHGODAM,14:40:00,14:40:00,768,JAT,JAMMU TAWI,KGM,KATHGODAM
12209,CNB-KGM GARI,12,KGM,KATHGODAM,14:50:00,14:50:00,415,CNB,KANPUR CENTRAL JN.,KGM,KATHGODAM
12210,KGM-CNB GARI,12,CNB,KANPUR CENTR,04:35:00,04:35:00,415,KGM,KATHGODAM,CNB,KANPUR CENTRAL JN.
12211,MFP-ANVT GAR,14,ANVT,ANAND VIHAR,12:35:00,12:35:00,1057,MFP,MUZAFFARPUR JN.,ANVT,ANAND VIHAR TERMINAL
12212,ANVT-MFP GAR,14,MFP,MUZAFFARPUR,18:05:00,18:05:00,1059,ANVT,ANAND VIHAR TERMINAL,MFP,MUZAFFARPUR JN.
12213,DEE-YPR DURA,7,DEE,DELHI-SARAI,07:00:00,07:00:00,2350,YPR,YESVANTPUR JN.,DEE,DELHI-SARAI ROHILLA
12214,DEE-YPR DURO,6,YPR,YESVANTPUR J,07:55:00,07:55:00,2351,DEE,DELHI-SARAI ROHILLA,YPR,YESVANTPUR JN.
12215,DEE-BDTS GAR,18,BDTS,BANDRA TERMI,08:10:00,08:10:00,1431,DEE,DELHI-SARAI ROHILLA,BDTS,BANDRA TERMINUS
12216,BDTS-DEE GAR,18,DEE,DELHI-SARAI,12:15:00,12:15:00,1429,BDTS,BANDRA TERMINUS,DEE,DELHI-SARAI ROHILLA
12217,KERALA S.KRA,22,CDG,CHANDIGARH,15:45:00,15:45:00,3086,KCVL,KOCHUVELI,CDG,CHANDIGARH
12218,KERALA S.KRA,22,KCVL,KOCHUVELI,14:45:00,14:45:00,3084,CDG,CHANDIGARH,KCVL,KOCHUVELI
12219,LTT-SC AC DU,4,SC,SECUNDERABAD,11:05:00,00:00:00,774,LTT,LOKMANYA TILAK TERMINUS,SC,SECUNDERABAD JN.
12220,SC-LTT AC DU,4,LTT,LOKMANYA TIL,11:05:00,11:05:00,774,SC,SECUNDERABAD JN.,LTT,LOKMANYA TILAK TERMINUS
12221,PA-HWH DURAN,8,HWH,HOWRAH JN.,19:40:00,19:40:00,2026,PUNE,PUNE JN.,HWH,HOWRAH JN.
12222,HWH-PUNE DUR,8,PUNE,PUNE JN.,11:45:00,11:45:00,2033,HWH,HOWRAH JN.,PUNE,PUNE JN.
12223,LTT-ERS DURO,6,ERS,ERNAKULAM. J,17:50:00,17:50:00,1301,LTT,LOKMANYA TILAK TERMINUS,ERS,ERNAKULAM. JN
12224,ERS-LTT DURO,6,LTT,LOKMANYA TIL,18:15:00,18:15:00,1306,ERS,ERNAKULAM. JN,LTT,LOKMANYA TILAK TERMINUS
12225,KAIFIAT EXP,15,DLI,DELHI JN.,07:05:00,07:05:00,795,AMH,AZAMGARH,DLI,DELHI JN.
12226,KAIFIAT EXP,15,AMH,AZAMGARH,09:30:00,09:30:00,796,DLI,DELHI JN.,AMH,AZAMGARH
12227,INDORE DURON,5,INDB,INDORE BG,11:05:00,11:05:00,831,BCT,MUMBAI CENTRAL,INDB,INDORE BG
12228,MUMBAI DURON,5,BCT,MUMBAI CENTR,11:40:00,11:40:00,831,INDB,INDORE BG,BCT,MUMBAI CENTRAL
12229,LUCKNOW MAIL,9,NDLS,NEW DELHI,07:10:00,07:10:00,492,LKO,LUCKNOW JN.,NDLS,NEW DELHI
